source	target	weight
KRT25	LCE3D	0.784415576429503
MIR142	C17orf82	1
WFDC9	C17orf82	1
OR4K17	FAM24A	1
OR5T1	C7orf66	1
KRTAP12-4	C7orf66	0.874217590568724
MIR3140	C7orf66	1
OR8H1	C7orf66	1
LINC00208	SNORA35	0.815501575222163
CRLF2	SNORA35	0.821363223316298
MYOD1	DNAJB3	1
APOC3	DNAJB3	1
ALPPL2	CXCR3	1
C10orf91	CXCR3	1
CD300C	CXCR3	1
HLA-DQA2	CXCR3	1
MIR663B	CXCR3	1
MOGAT2	CXCR3	1
OR4E2	CXCR3	1
OR4K13	CXCR3	1
OR6Y1	CXCR3	1
PCGEM1	CXCR3	1
AA06	CXCR3	1
KRTAP3-1	CXCR3	1
MIR378C	CXCR3	1
NR0B2	CXCR3	1
OR2Y1	CXCR3	1
OR3A3	CXCR3	1
SERPINA5	CXCR3	1
FEZF1-AS1	CXCR3	1
FLJ46300	CXCR3	1
LILRB5	CXCR3	1
HS3ST6	CXCR3	1
OR6C65	CXCR3	1
GJA10	CXCR3	1
MSC	CXCR3	1
PAX2	CXCR3	1
NKX3-2	CXCR3	1
GTSF1L	CXCR3	1
OR56B4	CXCR3	1
MAGEA2	CXCR3	1
C15orf53	CXCR3	1
KRT16P3	CXCR3	1
OR2C3	CXCR3	1
MNX1	CXCR3	1
OR6C74	CXCR3	1
UBASH3A	CXCR3	1
C20orf141	CXCR3	1
LCE6A	CXCR3	1
KRTAP10-2	CXCR3	1
DNAJB8	CXCR3	1
RNF186	CXCR3	0.822726449762986
RDH8	CXCR3	0.819663920856507
SNAR-C3	CXCR3	1
DMRTA2	CXCR3	1
CDX1	CXCR3	0.791730919238942
MRGPRG	CXCR3	1
SNORD116-1	CXCR3	1
OPN1MW	CXCR3	1
CLDN8	CXCR3	1
SLC2A7	CXCR3	1
MBD3L2	CXCR3	1
IFNA7	CXCR3	1
LOC285768	CXCR3	1
C6orf222	CXCR3	1
C11orf21	CXCR3	1
SOHLH1	CXCR3	1
SSTR4	CXCR3	0.760747412543046
KRT32	CXCR3	1
CLEC4F	CXCR3	1
SERPINA12	CXCR3	1
IRG1	CXCR3	1
MAGEB18	CXCR3	1
RBBP8NL	CXCR3	1
C7orf34	CXCR3	1
TWIST2	CXCR3	1
KRT72	CXCR3	0.83560556587303
OR2T35	CXCR3	1
MAS1L	CXCR3	1
LOC340073	CXCR3	1
OR8U1	CXCR3	1
SERPINB11	CXCR3	0.769122231889688
LINC00160	CXCR3	1
CD177	CXCR3	1
FGF19	CXCR3	1
MIR3907	WT1-AS	0.85326356652689
SNORD114-20	WT1-AS	0.85326356652689
GPR101	WT1-AS	0.816900799963174
SMEK3P	WT1-AS	0.775131389815873
HHEX	WT1-AS	0.85326356652689
CRYGB	WT1-AS	0.85326356652689
KRT16P1	WT1-AS	0.85326356652689
KRT85	LOC400620	0.955568442569263
LOC286442	LOC400620	0.955568442569263
LINC00332	LOC400620	0.955568442569264
MIR190A	LOC400620	0.955568442569263
AMY1C	LOC400620	0.990624638380225
TPRX1	LOC400620	0.955568442569263
FLJ41350	LOC400620	0.955568442569263
NEU2	LOC400620	0.955568442569263
SMR3B	LOC400620	0.955568442569263
GNGT1	LOC400620	0.955568442569263
GNGT2	LOC400620	0.955568442569263
MIR3913-2	LOC400620	0.955568442569263
PRSS56	LOC400620	0.955568442569263
SIT1	LOC400620	0.865843615285177
KRTAP9-1	LOC400620	0.920002067885961
OR7C2	LOC400620	0.955568442569263
FGF6	LOC400620	0.955568442569263
HNF4A	LOC400620	0.876825524619061
ACTL9	LOC400620	0.889814245210752
PRSS58	LOC400620	0.955568442569263
OR1B1	LOC400620	0.955568442569263
MBD3L1	PTTG2	1
MIR636	PTTG2	1
OR2T2	KRT71	0.986087777369038
SLC17A7	KRT71	0.833391821061405
LOC1720	KRT71	0.940199798734883
KRT85	LOC100129427	1
LOC286442	LOC100129427	1
LINC00332	LOC100129427	1
MIR190A	LOC100129427	1
AMY1C	LOC100129427	0.9063406303398
TPRX1	LOC100129427	1
FLJ41350	LOC100129427	1
NEU2	LOC100129427	1
SMR3B	LOC100129427	1
GNGT1	LOC100129427	1
GNGT2	LOC100129427	1
MIR3913-2	LOC100129427	1
PRSS56	LOC100129427	1
SIT1	LOC100129427	0.90631724883747
KRTAP9-1	LOC100129427	0.889405022547441
OR7C2	LOC100129427	1
FGF6	LOC100129427	1
HNF4A	LOC100129427	0.917830331930116
ACTL9	LOC100129427	0.931372805858233
PRSS58	LOC100129427	1
OR1B1	LOC100129427	1
LOC400620	LOC100129427	0.955568442569263
OR56A5	HOXC-AS5	0.821237764278686
OR6C68	HOXC-AS5	1
CSN3	HOXC-AS5	0.923851751159916
ALPPL2	TEX19	1
C10orf91	TEX19	1
CD300C	TEX19	1
HLA-DQA2	TEX19	1
MIR663B	TEX19	1
MOGAT2	TEX19	1
OR4E2	TEX19	1
OR4K13	TEX19	1
OR6Y1	TEX19	1
PCGEM1	TEX19	1
AA06	TEX19	1
KRTAP3-1	TEX19	1
MIR378C	TEX19	1
NR0B2	TEX19	1
OR2Y1	TEX19	1
OR3A3	TEX19	1
SERPINA5	TEX19	1
FEZF1-AS1	TEX19	1
FLJ46300	TEX19	1
LILRB5	TEX19	1
HS3ST6	TEX19	1
OR6C65	TEX19	1
GJA10	TEX19	1
MSC	TEX19	1
PAX2	TEX19	1
NKX3-2	TEX19	1
GTSF1L	TEX19	1
OR56B4	TEX19	1
MAGEA2	TEX19	1
C15orf53	TEX19	1
KRT16P3	TEX19	1
OR2C3	TEX19	1
MNX1	TEX19	1
OR6C74	TEX19	1
UBASH3A	TEX19	1
C20orf141	TEX19	1
LCE6A	TEX19	1
KRTAP10-2	TEX19	1
DNAJB8	TEX19	1
RNF186	TEX19	0.822726449762986
RDH8	TEX19	0.819663920856507
SNAR-C3	TEX19	1
DMRTA2	TEX19	1
CDX1	TEX19	0.791730919238942
MRGPRG	TEX19	1
SNORD116-1	TEX19	1
OPN1MW	TEX19	1
CLDN8	TEX19	1
SLC2A7	TEX19	1
MBD3L2	TEX19	1
IFNA7	TEX19	1
LOC285768	TEX19	1
C6orf222	TEX19	1
C11orf21	TEX19	1
SOHLH1	TEX19	1
SSTR4	TEX19	0.760747412543046
KRT32	TEX19	1
CLEC4F	TEX19	1
SERPINA12	TEX19	1
IRG1	TEX19	1
MAGEB18	TEX19	1
RBBP8NL	TEX19	1
C7orf34	TEX19	1
TWIST2	TEX19	1
KRT72	TEX19	0.83560556587303
OR2T35	TEX19	1
MAS1L	TEX19	1
LOC340073	TEX19	1
OR8U1	TEX19	1
SERPINB11	TEX19	0.769122231889688
LINC00160	TEX19	1
CD177	TEX19	1
FGF19	TEX19	1
CXCR3	TEX19	1
FAM197Y2	MIR5688	0.706544179695098
FAM197Y5	MIR5688	0.706544179695098
BSND	MIR5688	0.706544179695098
TSPAN16	MIR5688	0.706544179695098
DUX4L2	MIR3679	1
DUX4L3	MIR3679	1
DUX4L5	MIR3679	1
DUX4L6	MIR3679	1
ALPPL2	DCAF8L1	0.834989034623217
C10orf91	DCAF8L1	0.834989034623217
CD300C	DCAF8L1	0.834989034623217
HLA-DQA2	DCAF8L1	0.834989034623217
MIR663B	DCAF8L1	0.834989034623217
MOGAT2	DCAF8L1	0.834989034623217
OR4E2	DCAF8L1	0.834989034623217
OR4K13	DCAF8L1	0.834989034623217
OR6Y1	DCAF8L1	0.834989034623217
PCGEM1	DCAF8L1	0.834989034623217
AA06	DCAF8L1	0.834989034623217
KRTAP3-1	DCAF8L1	0.834989034623217
MIR378C	DCAF8L1	0.834989034623217
NR0B2	DCAF8L1	0.834989034623217
OR2Y1	DCAF8L1	0.834989034623217
OR3A3	DCAF8L1	0.834989034623217
SERPINA5	DCAF8L1	0.834989034623217
FEZF1-AS1	DCAF8L1	0.834989034623217
FLJ46300	DCAF8L1	0.834989034623217
LILRB5	DCAF8L1	0.834989034623217
HS3ST6	DCAF8L1	0.834989034623217
OR6C65	DCAF8L1	0.834989034623217
GJA10	DCAF8L1	0.834989034623217
MSC	DCAF8L1	0.834989034623217
PAX2	DCAF8L1	0.834989034623217
NKX3-2	DCAF8L1	0.834989034623217
GTSF1L	DCAF8L1	0.834989034623217
OR56B4	DCAF8L1	0.834989034623217
MAGEA2	DCAF8L1	0.834989034623217
C15orf53	DCAF8L1	0.834989034623217
KRT16P3	DCAF8L1	0.834989034623217
OR2C3	DCAF8L1	0.834989034623217
MNX1	DCAF8L1	0.834989034623217
OR6C74	DCAF8L1	0.834989034623217
UBASH3A	DCAF8L1	0.834989034623217
C20orf141	DCAF8L1	0.834989034623217
LCE6A	DCAF8L1	0.834989034623217
KRTAP10-2	DCAF8L1	0.834989034623217
DNAJB8	DCAF8L1	0.834989034623217
SNAR-C3	DCAF8L1	0.834989034623217
DMRTA2	DCAF8L1	0.834989034623217
MRGPRG	DCAF8L1	0.834989034623217
SNORD116-1	DCAF8L1	0.834989034623217
OPN1MW	DCAF8L1	0.834989034623217
CLDN8	DCAF8L1	0.834989034623217
SLC2A7	DCAF8L1	0.834989034623217
MBD3L2	DCAF8L1	0.834989034623217
IFNA7	DCAF8L1	0.834989034623217
LOC285768	DCAF8L1	0.834989034623217
C6orf222	DCAF8L1	0.834989034623217
C11orf21	DCAF8L1	0.834989034623217
SOHLH1	DCAF8L1	0.834989034623217
KRT32	DCAF8L1	0.834989034623217
CLEC4F	DCAF8L1	0.834989034623217
SERPINA12	DCAF8L1	0.834989034623217
IRG1	DCAF8L1	0.834989034623217
MAGEB18	DCAF8L1	0.834989034623217
RBBP8NL	DCAF8L1	0.834989034623217
C7orf34	DCAF8L1	0.834989034623217
TWIST2	DCAF8L1	0.834989034623217
OR2T35	DCAF8L1	0.834989034623217
MAS1L	DCAF8L1	0.834989034623217
LOC340073	DCAF8L1	0.834989034623217
OR8U1	DCAF8L1	0.834989034623217
SERPINB11	DCAF8L1	0.993884942459633
LINC00160	DCAF8L1	0.834989034623217
CD177	DCAF8L1	0.834989034623217
FGF19	DCAF8L1	0.834989034623217
CXCR3	DCAF8L1	0.834989034623217
TEX19	DCAF8L1	0.834989034623217
HOXC6	DEFB132	1
MYOD1	CXorf27	1
APOC3	CXorf27	1
DNAJB3	CXorf27	1
OR4K17	OR4N5	0.833136987496449
FAM24A	OR4N5	0.833136987496449
MB	CXCR1	1
KRTAP11-1	CXCR1	1
MIR514A1	CXCR1	1
SERPINB12	CXCR1	1
SPDYE4	CXCR1	1
HNF1B	CXCR1	0.954468430399774
LYZL4	CXCR1	1
FATE1	CXCR1	1
OR5B3	CXCR1	1
PRAMEF5	CXCR1	1
SPINK1	CXCR1	1
REG3G	CXCR1	1
CCDC148-AS1	CXCR1	1
SPRR2D	CXCR1	1
OR5AR1	CXCR1	1
OR7C1	CXCR1	1
OR8A1	CXCR1	1
GABRR3	CXCR1	0.815625182363095
CLEC9A	CXCR1	1
PRAMEF18	CXCR1	1
PRAMEF19	CXCR1	1
SERPINA11	CXCR1	1
ALPPL2	FOXE3	1
C10orf91	FOXE3	1
CD300C	FOXE3	1
HLA-DQA2	FOXE3	1
MIR663B	FOXE3	1
MOGAT2	FOXE3	1
OR4E2	FOXE3	1
OR4K13	FOXE3	1
OR6Y1	FOXE3	1
PCGEM1	FOXE3	1
AA06	FOXE3	1
KRTAP3-1	FOXE3	1
MIR378C	FOXE3	1
NR0B2	FOXE3	1
OR2Y1	FOXE3	1
OR3A3	FOXE3	1
SERPINA5	FOXE3	1
FEZF1-AS1	FOXE3	1
FLJ46300	FOXE3	1
LILRB5	FOXE3	1
HS3ST6	FOXE3	1
OR6C65	FOXE3	1
GJA10	FOXE3	1
MSC	FOXE3	1
PAX2	FOXE3	1
NKX3-2	FOXE3	1
GTSF1L	FOXE3	1
OR56B4	FOXE3	1
MAGEA2	FOXE3	1
C15orf53	FOXE3	1
KRT16P3	FOXE3	1
OR2C3	FOXE3	1
MNX1	FOXE3	1
OR6C74	FOXE3	1
UBASH3A	FOXE3	1
C20orf141	FOXE3	1
LCE6A	FOXE3	1
KRTAP10-2	FOXE3	1
DNAJB8	FOXE3	1
RNF186	FOXE3	0.822726449762986
RDH8	FOXE3	0.819663920856508
SNAR-C3	FOXE3	1
DMRTA2	FOXE3	1
CDX1	FOXE3	0.791730919238942
MRGPRG	FOXE3	1
SNORD116-1	FOXE3	1
OPN1MW	FOXE3	1
CLDN8	FOXE3	1
SLC2A7	FOXE3	1
MBD3L2	FOXE3	1
IFNA7	FOXE3	1
LOC285768	FOXE3	1
C6orf222	FOXE3	1
C11orf21	FOXE3	1
SOHLH1	FOXE3	1
SSTR4	FOXE3	0.760747412543046
KRT32	FOXE3	1
CLEC4F	FOXE3	1
SERPINA12	FOXE3	1
IRG1	FOXE3	1
MAGEB18	FOXE3	1
RBBP8NL	FOXE3	1
C7orf34	FOXE3	1
TWIST2	FOXE3	1
KRT72	FOXE3	0.83560556587303
OR2T35	FOXE3	1
MAS1L	FOXE3	1
LOC340073	FOXE3	1
OR8U1	FOXE3	1
SERPINB11	FOXE3	0.769122231889688
LINC00160	FOXE3	1
CD177	FOXE3	1
FGF19	FOXE3	1
CXCR3	FOXE3	1
TEX19	FOXE3	1
DCAF8L1	FOXE3	0.834989034623217
DEFB4A	TMEM8C	1
TTTY22	TMEM8C	1
BPIFA3	TMEM8C	1
LINC00359	TMEM8C	1
OR1L3	TMEM8C	1
KRT36	TMEM8C	1
GNG13	TMEM8C	1
LOC340094	TMEM8C	1
PDZK1IP1	TMEM8C	1
LOC732275	TMEM8C	1
TPPP2	TMEM8C	1
KIR3DL3	TMEM8C	0.991736417337616
GRXCR1	TMEM8C	1
ALPPL2	THBD	1
C10orf91	THBD	1
CD300C	THBD	1
HLA-DQA2	THBD	1
MIR663B	THBD	1
MOGAT2	THBD	1
OR4E2	THBD	1
OR4K13	THBD	1
OR6Y1	THBD	1
PCGEM1	THBD	1
AA06	THBD	1
KRTAP3-1	THBD	1
MIR378C	THBD	1
NR0B2	THBD	1
OR2Y1	THBD	1
OR3A3	THBD	1
SERPINA5	THBD	1
FEZF1-AS1	THBD	1
FLJ46300	THBD	1
LILRB5	THBD	1
HS3ST6	THBD	1
OR6C65	THBD	1
GJA10	THBD	1
MSC	THBD	1
PAX2	THBD	1
NKX3-2	THBD	1
GTSF1L	THBD	1
OR56B4	THBD	1
MAGEA2	THBD	1
C15orf53	THBD	1
KRT16P3	THBD	1
OR2C3	THBD	1
MNX1	THBD	1
OR6C74	THBD	1
UBASH3A	THBD	1
C20orf141	THBD	1
LCE6A	THBD	1
KRTAP10-2	THBD	1
DNAJB8	THBD	1
RNF186	THBD	0.822726449762986
RDH8	THBD	0.819663920856507
SNAR-C3	THBD	1
DMRTA2	THBD	1
CDX1	THBD	0.791730919238942
MRGPRG	THBD	1
SNORD116-1	THBD	1
OPN1MW	THBD	1
CLDN8	THBD	1
SLC2A7	THBD	1
MBD3L2	THBD	1
IFNA7	THBD	1
LOC285768	THBD	1
C6orf222	THBD	1
C11orf21	THBD	1
SOHLH1	THBD	1
SSTR4	THBD	0.760747412543046
KRT32	THBD	1
CLEC4F	THBD	1
SERPINA12	THBD	1
IRG1	THBD	1
MAGEB18	THBD	1
RBBP8NL	THBD	1
C7orf34	THBD	1
TWIST2	THBD	1
KRT72	THBD	0.835605565873029
OR2T35	THBD	1
MAS1L	THBD	1
LOC340073	THBD	1
OR8U1	THBD	1
SERPINB11	THBD	0.769122231889688
LINC00160	THBD	1
CD177	THBD	1
FGF19	THBD	1
CXCR3	THBD	1
TEX19	THBD	1
DCAF8L1	THBD	0.834989034623217
FOXE3	THBD	1
SNORD115-21	PMCHL1	0.791383190489803
KRT85	MAS1	0.76478198234724
LOC286442	MAS1	0.76478198234724
LINC00332	MAS1	0.76478198234724
MIR190A	MAS1	0.76478198234724
TPRX1	MAS1	0.76478198234724
FLJ41350	MAS1	0.76478198234724
NEU2	MAS1	0.76478198234724
SMR3B	MAS1	0.76478198234724
GNGT1	MAS1	0.76478198234724
GNGT2	MAS1	0.76478198234724
MIR3913-2	MAS1	0.76478198234724
PRSS56	MAS1	0.76478198234724
OR7C2	MAS1	0.76478198234724
FGF6	MAS1	0.76478198234724
HNF4A	MAS1	0.701450109760406
ACTL9	MAS1	0.711911977637739
PRSS58	MAS1	0.76478198234724
OR1B1	MAS1	0.76478198234724
LOC400620	MAS1	0.73048967773294
LOC100129427	MAS1	0.76478198234724
CXCL10	VCX3A	1
TBPL2	VCX3A	1
SNORD7	PI3	1
AMELX	PI3	1
AMN	PI3	1
MIR412	TSGA10IP	1
MIR889	TSGA10IP	1
CELA3B	TSGA10IP	1
TAAR8	TSGA10IP	1
MMP13	TSGA10IP	1
OR10AG1	C9orf106	0.725626478845512
GPR141	FAM153B	1
PTF1A	FAM153B	1
MIR135A1	MIR1972-1	1
OR4F6	MIR1972-1	1
MIR135A1	MIR1972-2	1
OR4F6	MIR1972-2	1
MIR1972-1	MIR1972-2	1
HOXB1	MIR3940	0.753236575831031
OR5J2	RNASE10	0.803153176081702
HAND2	SLC25A47	0.906502106959846
OR6N1	SLC25A47	0.908421943346342
LOC442497	SLC25A47	1
LOC440117	IFNA6	1
SPP2	ADCYAP1	1
MIR1-2	ADCYAP1	1
NUP210P1	ADCYAP1	1
SNORD61	IFNL1	1
ALPPL2	APOA4	1
C10orf91	APOA4	1
CD300C	APOA4	1
HLA-DQA2	APOA4	1
MIR663B	APOA4	1
MOGAT2	APOA4	1
OR4E2	APOA4	1
OR4K13	APOA4	1
OR6Y1	APOA4	1
PCGEM1	APOA4	1
AA06	APOA4	1
KRTAP3-1	APOA4	1
MIR378C	APOA4	1
NR0B2	APOA4	1
OR2Y1	APOA4	1
OR3A3	APOA4	1
SERPINA5	APOA4	1
FEZF1-AS1	APOA4	1
FLJ46300	APOA4	1
LILRB5	APOA4	1
HS3ST6	APOA4	1
OR6C65	APOA4	1
GJA10	APOA4	1
MSC	APOA4	1
PAX2	APOA4	1
NKX3-2	APOA4	1
GTSF1L	APOA4	1
OR56B4	APOA4	1
MAGEA2	APOA4	1
C15orf53	APOA4	1
KRT16P3	APOA4	1
OR2C3	APOA4	1
MNX1	APOA4	1
OR6C74	APOA4	1
UBASH3A	APOA4	1
C20orf141	APOA4	1
LCE6A	APOA4	1
KRTAP10-2	APOA4	1
DNAJB8	APOA4	1
RNF186	APOA4	0.822726449762986
RDH8	APOA4	0.819663920856507
SNAR-C3	APOA4	1
DMRTA2	APOA4	1
CDX1	APOA4	0.791730919238942
MRGPRG	APOA4	1
SNORD116-1	APOA4	1
OPN1MW	APOA4	1
CLDN8	APOA4	1
SLC2A7	APOA4	1
MBD3L2	APOA4	1
IFNA7	APOA4	1
LOC285768	APOA4	1
C6orf222	APOA4	1
C11orf21	APOA4	1
SOHLH1	APOA4	1
SSTR4	APOA4	0.760747412543046
KRT32	APOA4	1
CLEC4F	APOA4	1
SERPINA12	APOA4	1
IRG1	APOA4	1
MAGEB18	APOA4	1
RBBP8NL	APOA4	1
C7orf34	APOA4	1
TWIST2	APOA4	1
KRT72	APOA4	0.835605565873029
OR2T35	APOA4	1
MAS1L	APOA4	1
LOC340073	APOA4	1
OR8U1	APOA4	1
SERPINB11	APOA4	0.769122231889688
LINC00160	APOA4	1
CD177	APOA4	1
FGF19	APOA4	1
CXCR3	APOA4	1
TEX19	APOA4	1
DCAF8L1	APOA4	0.834989034623217
FOXE3	APOA4	1
THBD	APOA4	1
CLEC1B	LINC00841	1
MIR3907	OR7G3	1
SNORD114-20	OR7G3	1
GPR101	OR7G3	0.957672778417782
SMEK3P	OR7G3	0.908849971030965
HHEX	OR7G3	1
CRYGB	OR7G3	1
KRT16P1	OR7G3	1
WT1-AS	OR7G3	0.85326356652689
MIR412	OR5K4	1
MIR889	OR5K4	1
CELA3B	OR5K4	1
TAAR8	OR5K4	1
MMP13	OR5K4	1
TSGA10IP	OR5K4	1
CXCL10	AWAT2	1
TBPL2	AWAT2	1
VCX3A	AWAT2	1
TAS2R41	SNORD9	1
CHODL-AS1	SNORD9	1
C11orf40	MIR4763	1
MIR4657	MIR4803	1
CEACAM20	SMPX	1
FRG2B	SMPX	1
LCE3C	LCE3E	1
SPRR2G	LCE3E	1
OR14J1	LCE3E	1
KRT25	LCE3E	0.926711750446379
LCE3D	LCE3E	0.846804605988482
ALPPL2	CCL11	1
C10orf91	CCL11	1
CD300C	CCL11	1
HLA-DQA2	CCL11	1
MIR663B	CCL11	1
MOGAT2	CCL11	1
OR4E2	CCL11	1
OR4K13	CCL11	1
OR6Y1	CCL11	1
PCGEM1	CCL11	1
AA06	CCL11	1
KRTAP3-1	CCL11	1
MIR378C	CCL11	1
NR0B2	CCL11	1
OR2Y1	CCL11	1
OR3A3	CCL11	1
SERPINA5	CCL11	1
FEZF1-AS1	CCL11	1
FLJ46300	CCL11	1
LILRB5	CCL11	1
HS3ST6	CCL11	1
OR6C65	CCL11	1
GJA10	CCL11	1
MSC	CCL11	1
PAX2	CCL11	1
NKX3-2	CCL11	1
GTSF1L	CCL11	1
OR56B4	CCL11	1
MAGEA2	CCL11	1
C15orf53	CCL11	1
KRT16P3	CCL11	1
OR2C3	CCL11	1
MNX1	CCL11	1
OR6C74	CCL11	1
UBASH3A	CCL11	1
C20orf141	CCL11	1
LCE6A	CCL11	1
KRTAP10-2	CCL11	1
DNAJB8	CCL11	1
RNF186	CCL11	0.822726449762986
RDH8	CCL11	0.819663920856507
SNAR-C3	CCL11	1
DMRTA2	CCL11	1
CDX1	CCL11	0.791730919238942
MRGPRG	CCL11	1
SNORD116-1	CCL11	1
OPN1MW	CCL11	1
CLDN8	CCL11	1
SLC2A7	CCL11	1
MBD3L2	CCL11	1
IFNA7	CCL11	1
LOC285768	CCL11	1
C6orf222	CCL11	1
C11orf21	CCL11	1
SOHLH1	CCL11	1
SSTR4	CCL11	0.760747412543046
KRT32	CCL11	1
CLEC4F	CCL11	1
SERPINA12	CCL11	1
IRG1	CCL11	1
MAGEB18	CCL11	1
RBBP8NL	CCL11	1
C7orf34	CCL11	1
TWIST2	CCL11	1
KRT72	CCL11	0.83560556587303
OR2T35	CCL11	1
MAS1L	CCL11	1
LOC340073	CCL11	1
OR8U1	CCL11	1
SERPINB11	CCL11	0.769122231889688
LINC00160	CCL11	1
CD177	CCL11	1
FGF19	CCL11	1
CXCR3	CCL11	1
TEX19	CCL11	1
DCAF8L1	CCL11	0.834989034623217
FOXE3	CCL11	1
THBD	CCL11	1
APOA4	CCL11	1
MIR548AA2	SNORA11C	1
LINC00619	LINC00301	1
OTOP3	LINC00301	1
FOLR3	LINC00301	1
DEFB125	LINC00301	1
KRT76	LINC00301	1
GM140	LINC00301	1
SNORD56B	MIR514A2	1
MIR103A2	MIR514A2	1
VN1R10P	MIR514A2	1
SNORD56B	MIR514A3	1
MIR103A2	MIR514A3	1
VN1R10P	MIR514A3	1
MIR514A2	MIR514A3	1
SNORD7	MSLN	1
AMELX	MSLN	1
AMN	MSLN	1
PI3	MSLN	1
KRT85	PLA2G2F	0.786239652139901
LOC286442	PLA2G2F	0.786239652139901
LINC00332	PLA2G2F	0.786239652139901
MIR190A	PLA2G2F	0.786239652139901
AMY1C	PLA2G2F	0.71217220388527
TPRX1	PLA2G2F	0.786239652139901
FLJ41350	PLA2G2F	0.786239652139901
NEU2	PLA2G2F	0.786239652139901
SMR3B	PLA2G2F	0.786239652139901
GNGT1	PLA2G2F	0.786239652139901
GNGT2	PLA2G2F	0.786239652139901
MIR3913-2	PLA2G2F	0.786239652139901
PRSS56	PLA2G2F	0.786239652139901
SIT1	PLA2G2F	0.712153769538004
OR7C2	PLA2G2F	0.786239652139901
FGF6	PLA2G2F	0.786239652139901
HNF4A	PLA2G2F	0.721164662781939
ACTL9	PLA2G2F	0.731912830524362
PRSS58	PLA2G2F	0.786239652139901
OR1B1	PLA2G2F	0.786239652139901
LOC400620	PLA2G2F	0.751006712271382
LOC100129427	PLA2G2F	0.786239652139901
GZMK	LCE1A	1
MIR147B	LCE1A	1
C1orf68	LCE1A	1
SERPINB3	LCE1A	1
MB	LOC340357	1
KRTAP11-1	LOC340357	1
MIR514A1	LOC340357	1
SERPINB12	LOC340357	1
SPDYE4	LOC340357	1
HNF1B	LOC340357	0.954468430399774
LYZL4	LOC340357	1
FATE1	LOC340357	1
OR5B3	LOC340357	1
PRAMEF5	LOC340357	1
SPINK1	LOC340357	1
REG3G	LOC340357	1
CCDC148-AS1	LOC340357	1
SPRR2D	LOC340357	1
OR5AR1	LOC340357	1
OR7C1	LOC340357	1
OR8A1	LOC340357	1
GABRR3	LOC340357	0.815625182363095
CLEC9A	LOC340357	1
PRAMEF18	LOC340357	1
PRAMEF19	LOC340357	1
SERPINA11	LOC340357	1
CXCR1	LOC340357	1
ALPPL2	MIR3648	1
C10orf91	MIR3648	1
CD300C	MIR3648	1
HLA-DQA2	MIR3648	1
MIR663B	MIR3648	1
MOGAT2	MIR3648	1
OR4E2	MIR3648	1
OR4K13	MIR3648	1
OR6Y1	MIR3648	1
PCGEM1	MIR3648	1
AA06	MIR3648	1
KRTAP3-1	MIR3648	1
MIR378C	MIR3648	1
NR0B2	MIR3648	1
OR2Y1	MIR3648	1
OR3A3	MIR3648	1
SERPINA5	MIR3648	1
FEZF1-AS1	MIR3648	1
FLJ46300	MIR3648	1
LILRB5	MIR3648	1
HS3ST6	MIR3648	1
OR6C65	MIR3648	1
GJA10	MIR3648	1
MSC	MIR3648	1
PAX2	MIR3648	1
NKX3-2	MIR3648	1
GTSF1L	MIR3648	1
OR56B4	MIR3648	1
MAGEA2	MIR3648	1
C15orf53	MIR3648	1
KRT16P3	MIR3648	1
OR2C3	MIR3648	1
MNX1	MIR3648	1
OR6C74	MIR3648	1
UBASH3A	MIR3648	1
C20orf141	MIR3648	1
LCE6A	MIR3648	1
KRTAP10-2	MIR3648	1
DNAJB8	MIR3648	1
RNF186	MIR3648	0.822726449762986
RDH8	MIR3648	0.819663920856508
SNAR-C3	MIR3648	1
DMRTA2	MIR3648	1
CDX1	MIR3648	0.791730919238942
MRGPRG	MIR3648	1
SNORD116-1	MIR3648	1
OPN1MW	MIR3648	1
CLDN8	MIR3648	1
SLC2A7	MIR3648	1
MBD3L2	MIR3648	1
IFNA7	MIR3648	1
LOC285768	MIR3648	1
C6orf222	MIR3648	1
C11orf21	MIR3648	1
SOHLH1	MIR3648	1
SSTR4	MIR3648	0.760747412543046
KRT32	MIR3648	1
CLEC4F	MIR3648	1
SERPINA12	MIR3648	1
IRG1	MIR3648	1
MAGEB18	MIR3648	1
RBBP8NL	MIR3648	1
C7orf34	MIR3648	1
TWIST2	MIR3648	1
KRT72	MIR3648	0.83560556587303
OR2T35	MIR3648	1
MAS1L	MIR3648	1
LOC340073	MIR3648	1
OR8U1	MIR3648	1
SERPINB11	MIR3648	0.769122231889688
LINC00160	MIR3648	1
CD177	MIR3648	1
FGF19	MIR3648	1
CXCR3	MIR3648	1
TEX19	MIR3648	1
DCAF8L1	MIR3648	0.834989034623217
FOXE3	MIR3648	1
THBD	MIR3648	1
APOA4	MIR3648	1
CCL11	MIR3648	1
CEACAM20	MIR578	0.770379351782891
FRG2B	MIR578	0.770379351782891
SMPX	MIR578	0.770379351782891
KRT85	SERPINA4	0.705828867177285
LOC286442	SERPINA4	0.705828867177285
LINC00332	SERPINA4	0.705828867177285
MIR190A	SERPINA4	0.705828867177285
TPRX1	SERPINA4	0.705828867177285
FLJ41350	SERPINA4	0.705828867177285
NEU2	SERPINA4	0.705828867177285
SMR3B	SERPINA4	0.705828867177285
GNGT1	SERPINA4	0.705828867177285
GNGT2	SERPINA4	0.705828867177285
MIR3913-2	SERPINA4	0.705828867177285
PRSS56	SERPINA4	0.705828867177285
OR7C2	SERPINA4	0.705828867177285
